county,todays_date,hospitalized_covid_confirmed_patients,hospitalized_suspected_covid_patients,hospitalized_covid_patients,all_hospital_beds,icu_covid_confirmed_patients,icu_suspected_covid_patients,icu_available_beds,lat,lng
modoc,2022-07,10.0,0.0,10.0,372.0,0.0,0.0,0.0,33.7192,-82.2174
modoc,2022-08,4.0,0.0,4.0,316.0,0.0,0.0,0.0,33.7192,-82.2174
modoc,2022-09,4.0,0.0,4.0,304.0,0.0,0.0,0.0,33.7192,-82.2174
modoc,2022-10,4.0,0.0,4.0,346.0,0.0,0.0,0.0,33.7192,-82.2174
modoc,2022-11,15.0,0.0,15.0,368.0,0.0,0.0,0.0,33.7192,-82.2174
modoc,2022-12,2.0,0.0,2.0,366.0,0.0,0.0,0.0,33.7192,-82.2174
modoc,2023-01,12.0,21.0,33.0,368.0,0.0,0.0,0.0,33.7192,-82.2174
modoc,2023-02,0.0,0.0,0.0,336.0,0.0,0.0,0.0,33.7192,-82.2174
modoc,2023-03,4.0,0.0,4.0,372.0,0.0,0.0,0.0,33.7192,-82.2174
modoc,2023-04,5.0,0.0,5.0,360.0,0.0,0.0,0.0,33.7192,-82.2174
modoc,2023-05,0.0,0.0,0.0,124.0,0.0,0.0,0.0,33.7192,-82.2174
modoc,2023-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.7192,-82.2174
modoc,2023-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.7192,-82.2174
modoc,2023-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.7192,-82.2174
modoc,2023-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.7192,-82.2174
monterey,2020-03,24.0,47.0,0.0,0.0,9.0,4.0,44.0,36.5919,-121.8808
monterey,2020-04,426.0,406.0,103.0,8750.0,105.0,38.0,1514.0,36.5919,-121.8808
monterey,2020-05,247.0,27.0,274.0,25457.0,110.0,8.0,3246.0,36.5919,-121.8808
monterey,2020-06,511.0,45.0,556.0,24525.0,146.0,4.0,2658.0,36.5919,-121.8808
monterey,2020-07,1346.0,46.0,1392.0,25321.0,326.0,6.0,1970.0,36.5919,-121.8808
monterey,2020-08,1420.0,48.0,1468.0,22540.0,518.0,6.0,618.0,36.5919,-121.8808
monterey,2020-09,870.0,26.0,896.0,21492.0,292.0,10.0,865.0,36.5919,-121.8808
monterey,2020-10,789.0,22.0,811.0,21957.0,238.0,5.0,814.0,36.5919,-121.8808
monterey,2020-11,1492.0,23.0,1515.0,21510.0,331.0,11.0,671.0,36.5919,-121.8808
monterey,2020-12,4398.0,69.0,4467.0,22418.0,838.0,7.0,499.0,36.5919,-121.8808
monterey,2021-01,5769.0,71.0,5840.0,22242.0,883.0,0.0,684.0,36.5919,-121.8808
monterey,2021-02,2167.0,19.0,2186.0,20160.0,372.0,0.0,499.0,36.5919,-121.8808
monterey,2021-03,977.0,5.0,982.0,22320.0,181.0,0.0,636.0,36.5919,-121.8808
monterey,2021-04,442.0,1.0,443.0,21600.0,22.0,0.0,734.0,36.5919,-121.8808
monterey,2021-05,242.0,0.0,242.0,22224.0,46.0,0.0,832.0,36.5919,-121.8808
monterey,2021-06,99.0,5.0,104.0,21696.0,7.0,2.0,676.0,36.5919,-121.8808
monterey,2021-07,350.0,4.0,354.0,22624.0,63.0,1.0,750.0,36.5919,-121.8808
monterey,2021-08,1067.0,22.0,1089.0,22408.0,233.0,0.0,741.0,36.5919,-121.8808
monterey,2021-09,1032.0,12.0,1044.0,21480.0,240.0,3.0,571.0,36.5919,-121.8808
monterey,2021-10,493.0,9.0,502.0,22196.0,124.0,0.0,485.0,36.5919,-121.8808
monterey,2021-11,483.0,8.0,491.0,21480.0,34.0,0.0,525.0,36.5919,-121.8808
monterey,2021-12,804.0,22.0,826.0,22196.0,165.0,0.0,512.0,36.5919,-121.8808
monterey,2022-01,2437.0,155.0,2592.0,22196.0,429.0,3.0,543.0,36.5919,-121.8808
monterey,2022-02,1890.0,14.0,1904.0,20048.0,305.0,0.0,460.0,36.5919,-121.8808
monterey,2022-03,602.0,2.0,604.0,22196.0,50.0,2.0,642.0,36.5919,-121.8808
monterey,2022-04,223.0,4.0,227.0,21480.0,1.0,0.0,471.0,36.5919,-121.8808
monterey,2022-05,328.0,18.0,346.0,22196.0,15.0,3.0,619.0,36.5919,-121.8808
monterey,2022-06,908.0,64.0,972.0,21480.0,55.0,0.0,553.0,36.5919,-121.8808
monterey,2022-07,1401.0,24.0,1425.0,22404.0,96.0,0.0,568.0,36.5919,-121.8808
monterey,2022-08,1036.0,40.0,1076.0,22393.0,60.0,0.0,552.0,36.5919,-121.8808
monterey,2022-09,595.0,16.0,611.0,21470.0,41.0,0.0,593.0,36.5919,-121.8808
monterey,2022-10,432.0,0.0,432.0,22289.0,21.0,0.0,667.0,36.5919,-121.8808
monterey,2022-11,592.0,3.0,595.0,21570.0,9.0,2.0,682.0,36.5919,-121.8808
monterey,2022-12,733.0,29.0,762.0,22245.0,45.0,0.0,434.0,36.5919,-121.8808
monterey,2023-01,577.0,0.0,577.0,22497.0,40.0,0.0,518.0,36.5919,-121.8808
monterey,2023-02,594.0,0.0,594.0,20424.0,35.0,0.0,515.0,36.5919,-121.8808
monterey,2023-03,730.0,0.0,730.0,22617.0,34.0,0.0,568.0,36.5919,-121.8808
monterey,2023-04,449.0,1.0,450.0,21875.0,22.0,0.0,524.0,36.5919,-121.8808
monterey,2023-05,386.0,19.0,405.0,9566.0,15.0,0.0,551.0,36.5919,-121.8808
monterey,2023-06,117.0,-83.0,34.0,2858.0,47.0,0.0,683.0,36.5919,-121.8808
monterey,2023-07,230.0,-224.0,6.0,465.0,2.0,0.0,777.0,36.5919,-121.8808
monterey,2023-08,403.0,-398.0,5.0,465.0,55.0,0.0,764.0,36.5919,-121.8808
monterey,2023-09,325.0,-321.0,4.0,240.0,9.0,0.0,450.0,36.5919,-121.8808
napa,2020-03,4.0,39.0,0.0,0.0,2.0,1.0,26.0,38.2975,-122.301
napa,2020-04,17.0,76.0,15.0,3870.0,9.0,14.0,241.0,38.2975,-122.301
napa,2020-05,24.0,30.0,54.0,12197.0,23.0,9.0,161.0,38.2975,-122.301
napa,2020-06,90.0,108.0,198.0,11880.0,43.0,14.0,96.0,38.2975,-122.301
napa,2020-07,276.0,34.0,310.0,11551.0,135.0,3.0,254.0,38.2975,-122.301
napa,2020-08,180.0,32.0,212.0,9589.0,81.0,7.0,536.0,38.2975,-122.301
napa,2020-09,118.0,39.0,157.0,10615.0,68.0,2.0,623.0,38.2975,-122.301
napa,2020-10,104.0,47.0,151.0,9673.0,28.0,1.0,654.0,38.2975,-122.301
napa,2020-11,207.0,4.0,211.0,10387.0,69.0,0.0,734.0,38.2975,-122.301
napa,2020-12,571.0,20.0,591.0,7764.0,219.0,5.0,307.0,38.2975,-122.301
napa,2021-01,779.0,10.0,789.0,6756.0,336.0,4.0,101.0,38.2975,-122.301
napa,2021-02,278.0,11.0,289.0,5966.0,65.0,1.0,214.0,38.2975,-122.301
napa,2021-03,149.0,7.0,156.0,6522.0,35.0,0.0,164.0,38.2975,-122.301
napa,2021-04,98.0,0.0,98.0,6153.0,18.0,0.0,162.0,38.2975,-122.301
napa,2021-05,71.0,0.0,71.0,6443.0,28.0,0.0,148.0,38.2975,-122.301
napa,2021-06,82.0,4.0,86.0,6136.0,56.0,0.0,145.0,38.2975,-122.301
napa,2021-07,160.0,3.0,163.0,6382.0,61.0,0.0,192.0,38.2975,-122.301
napa,2021-08,498.0,7.0,505.0,6385.0,141.0,0.0,102.0,38.2975,-122.301
napa,2021-09,586.0,5.0,591.0,6286.0,184.0,0.0,62.0,38.2975,-122.301
napa,2021-10,393.0,0.0,393.0,6432.0,158.0,0.0,64.0,38.2975,-122.301
napa,2021-11,241.0,12.0,253.0,6303.0,111.0,0.0,176.0,38.2975,-122.301
napa,2021-12,157.0,0.0,157.0,6424.0,33.0,0.0,168.0,38.2975,-122.301
napa,2022-01,674.0,5.0,679.0,6458.0,138.0,0.0,80.0,38.2975,-122.301
napa,2022-02,399.0,9.0,408.0,5827.0,65.0,0.0,168.0,38.2975,-122.301
napa,2022-03,208.0,0.0,208.0,6385.0,70.0,0.0,191.0,38.2975,-122.301
napa,2022-04,65.0,0.0,65.0,5955.0,8.0,0.0,158.0,38.2975,-122.301
napa,2022-05,100.0,3.0,103.0,6361.0,12.0,1.0,162.0,38.2975,-122.301
napa,2022-06,196.0,2.0,198.0,6254.0,29.0,1.0,202.0,38.2975,-122.301
napa,2022-07,334.0,0.0,334.0,6388.0,33.0,0.0,181.0,38.2975,-122.301
napa,2022-08,296.0,0.0,296.0,6331.0,32.0,0.0,148.0,38.2975,-122.301
napa,2022-09,173.0,0.0,173.0,5824.0,21.0,0.0,174.0,38.2975,-122.301
napa,2022-10,112.0,0.0,112.0,6534.0,29.0,0.0,315.0,38.2975,-122.301
napa,2022-11,189.0,1.0,190.0,6391.0,21.0,0.0,200.0,38.2975,-122.301
napa,2022-12,257.0,2.0,259.0,6402.0,15.0,0.0,116.0,38.2975,-122.301
napa,2023-01,199.0,0.0,199.0,6618.0,38.0,0.0,110.0,38.2975,-122.301
napa,2023-02,171.0,4.0,175.0,5889.0,26.0,0.0,120.0,38.2975,-122.301
napa,2023-03,210.0,5.0,215.0,6594.0,46.0,0.0,86.0,38.2975,-122.301
napa,2023-04,138.0,7.0,145.0,6296.0,12.0,0.0,112.0,38.2975,-122.301
napa,2023-05,49.0,1.0,50.0,5432.0,9.0,0.0,170.0,38.2975,-122.301
napa,2023-06,82.0,-1.0,81.0,4657.0,7.0,0.0,209.0,38.2975,-122.301
napa,2023-07,84.0,-19.0,65.0,4805.0,9.0,0.0,260.0,38.2975,-122.301
napa,2023-08,87.0,-25.0,62.0,4805.0,25.0,0.0,276.0,38.2975,-122.301
napa,2023-09,73.0,-8.0,65.0,2244.0,9.0,0.0,121.0,38.2975,-122.301
nevada,2020-03,85.0,57.0,0.0,0.0,5.0,6.0,12.0,37.8445,-94.3492
nevada,2020-04,123.0,206.0,31.0,978.0,36.0,52.0,133.0,37.8445,-94.3492
nevada,2020-05,3.0,18.0,21.0,3651.0,3.0,20.0,182.0,37.8445,-94.3492
nevada,2020-06,34.0,55.0,89.0,3842.0,20.0,17.0,145.0,37.8445,-94.3492
nevada,2020-07,55.0,48.0,103.0,3288.0,27.0,8.0,134.0,37.8445,-94.3492
nevada,2020-08,61.0,36.0,97.0,3456.0,4.0,6.0,140.0,37.8445,-94.3492
nevada,2020-09,68.0,13.0,81.0,3500.0,9.0,4.0,121.0,37.8445,-94.3492
nevada,2020-10,55.0,18.0,73.0,3883.0,12.0,5.0,140.0,37.8445,-94.3492
nevada,2020-11,224.0,16.0,240.0,3836.0,58.0,6.0,92.0,37.8445,-94.3492
nevada,2020-12,532.0,22.0,554.0,3877.0,132.0,4.0,59.0,37.8445,-94.3492
nevada,2021-01,323.0,25.0,348.0,3888.0,93.0,3.0,73.0,37.8445,-94.3492
nevada,2021-02,168.0,25.0,193.0,3542.0,25.0,0.0,88.0,37.8445,-94.3492
nevada,2021-03,142.0,6.0,148.0,3915.0,37.0,0.0,76.0,37.8445,-94.3492
nevada,2021-04,90.0,0.0,90.0,3795.0,25.0,0.0,79.0,37.8445,-94.3492
nevada,2021-05,120.0,2.0,122.0,3811.0,35.0,0.0,81.0,37.8445,-94.3492
nevada,2021-06,133.0,0.0,133.0,3777.0,21.0,0.0,86.0,37.8445,-94.3492
nevada,2021-07,205.0,1.0,206.0,3881.0,33.0,1.0,93.0,37.8445,-94.3492
nevada,2021-08,721.0,4.0,725.0,4167.0,81.0,0.0,61.0,37.8445,-94.3492
nevada,2021-09,587.0,11.0,598.0,3679.0,145.0,4.0,19.0,37.8445,-94.3492
nevada,2021-10,255.0,3.0,258.0,3654.0,82.0,2.0,36.0,37.8445,-94.3492
nevada,2021-11,351.0,2.0,353.0,3718.0,81.0,0.0,53.0,37.8445,-94.3492
nevada,2021-12,234.0,1.0,235.0,3644.0,69.0,0.0,70.0,37.8445,-94.3492
nevada,2022-01,660.0,1.0,661.0,4804.0,110.0,0.0,63.0,37.8445,-94.3492
nevada,2022-02,627.0,2.0,629.0,3732.0,101.0,1.0,46.0,37.8445,-94.3492
nevada,2022-03,92.0,0.0,92.0,3810.0,4.0,0.0,66.0,37.8445,-94.3492
nevada,2022-04,62.0,0.0,62.0,3390.0,12.0,0.0,111.0,37.8445,-94.3492
nevada,2022-05,79.0,3.0,82.0,3677.0,4.0,1.0,141.0,37.8445,-94.3492
nevada,2022-06,194.0,6.0,200.0,3682.0,17.0,0.0,81.0,37.8445,-94.3492
nevada,2022-07,240.0,5.0,245.0,3835.0,28.0,0.0,82.0,37.8445,-94.3492
nevada,2022-08,186.0,6.0,192.0,3775.0,16.0,0.0,110.0,37.8445,-94.3492
nevada,2022-09,86.0,11.0,97.0,3503.0,2.0,3.0,147.0,37.8445,-94.3492
nevada,2022-10,122.0,35.0,157.0,3662.0,23.0,2.0,122.0,37.8445,-94.3492
nevada,2022-11,170.0,37.0,207.0,3565.0,28.0,0.0,107.0,37.8445,-94.3492
nevada,2022-12,259.0,50.0,309.0,3647.0,41.0,0.0,78.0,37.8445,-94.3492
nevada,2023-01,171.0,42.0,213.0,3631.0,23.0,0.0,73.0,37.8445,-94.3492
nevada,2023-02,134.0,13.0,147.0,3281.0,9.0,0.0,102.0,37.8445,-94.3492
nevada,2023-03,94.0,2.0,96.0,3570.0,0.0,0.0,140.0,37.8445,-94.3492
nevada,2023-04,114.0,4.0,118.0,3558.0,11.0,0.0,113.0,37.8445,-94.3492
nevada,2023-05,144.0,0.0,144.0,1241.0,21.0,0.0,207.0,37.8445,-94.3492
nevada,2023-06,43.0,-23.0,20.0,0.0,0.0,0.0,151.0,37.8445,-94.3492
nevada,2023-07,6.0,-6.0,0.0,0.0,0.0,0.0,155.0,37.8445,-94.3492
nevada,2023-08,85.0,-85.0,0.0,0.0,4.0,0.0,146.0,37.8445,-94.3492
nevada,2023-09,54.0,-54.0,0.0,0.0,10.0,0.0,69.0,37.8445,-94.3492
orange,2020-03,281.0,667.0,0.0,0.0,120.0,148.0,400.0,33.8038,-117.8218
orange,2020-04,4793.0,4012.0,2989.0,51226.0,1983.0,820.0,7461.0,33.8038,-117.8218
orange,2020-05,7909.0,2782.0,10691.0,204994.0,3091.0,553.0,11734.0,33.8038,-117.8218
orange,2020-06,11017.0,2627.0,13644.0,209339.0,4477.0,555.0,12066.0,33.8038,-117.8218
orange,2020-07,20334.0,3026.0,23360.0,212135.0,6686.0,456.0,11972.0,33.8038,-117.8218
orange,2020-08,13269.0,1820.0,15089.0,178365.0,4140.0,292.0,7640.0,33.8038,-117.8218
orange,2020-09,6163.0,1674.0,7837.0,168813.0,1851.0,287.0,7040.0,33.8038,-117.8218
orange,2020-10,5222.0,1382.0,6604.0,179179.0,1810.0,214.0,6638.0,33.8038,-117.8218
orange,2020-11,9901.0,1366.0,11267.0,176664.0,2905.0,198.0,5448.0,33.8038,-117.8218
orange,2020-12,45364.0,1992.0,47356.0,186850.0,10323.0,258.0,3166.0,33.8038,-117.8218
orange,2021-01,60444.0,1354.0,61798.0,184930.0,15289.0,128.0,2719.0,33.8038,-117.8218
orange,2021-02,22544.0,789.0,23333.0,163746.0,6903.0,98.0,3942.0,33.8038,-117.8218
orange,2021-03,7217.0,684.0,7901.0,179788.0,1824.0,115.0,7877.0,33.8038,-117.8218
orange,2021-04,3514.0,523.0,4037.0,174368.0,752.0,64.0,7636.0,33.8038,-117.8218
orange,2021-05,2412.0,319.0,2731.0,179832.0,533.0,32.0,8005.0,33.8038,-117.8218
orange,2021-06,1637.0,373.0,2010.0,174380.0,350.0,33.0,6721.0,33.8038,-117.8218
orange,2021-07,4321.0,256.0,4577.0,181095.0,1099.0,37.0,5088.0,33.8038,-117.8218
orange,2021-08,15776.0,483.0,16259.0,185299.0,3493.0,91.0,4895.0,33.8038,-117.8218
orange,2021-09,11238.0,331.0,11569.0,177875.0,3187.0,45.0,4591.0,33.8038,-117.8218
orange,2021-10,6479.0,286.0,6765.0,184235.0,1485.0,47.0,4795.0,33.8038,-117.8218
orange,2021-11,6041.0,271.0,6312.0,177512.0,1525.0,25.0,4707.0,33.8038,-117.8218
orange,2021-12,7237.0,274.0,7511.0,183312.0,1895.0,52.0,4709.0,33.8038,-117.8218
orange,2022-01,30819.0,673.0,31492.0,185664.0,5063.0,121.0,4300.0,33.8038,-117.8218
orange,2022-02,13015.0,224.0,13239.0,167634.0,2533.0,32.0,4395.0,33.8038,-117.8218
orange,2022-03,4409.0,206.0,4615.0,185482.0,824.0,40.0,5392.0,33.8038,-117.8218
orange,2022-04,2131.0,235.0,2366.0,177719.0,391.0,26.0,5486.0,33.8038,-117.8218
orange,2022-05,3356.0,177.0,3533.0,184469.0,494.0,29.0,5773.0,33.8038,-117.8218
orange,2022-06,5436.0,217.0,5653.0,178646.0,647.0,20.0,5509.0,33.8038,-117.8218
orange,2022-07,9057.0,279.0,9336.0,185492.0,1191.0,54.0,5117.0,33.8038,-117.8218
orange,2022-08,8161.0,173.0,8334.0,181578.0,1154.0,37.0,4840.0,33.8038,-117.8218
orange,2022-09,4930.0,186.0,5116.0,176067.0,737.0,38.0,4395.0,33.8038,-117.8218
orange,2022-10,3761.0,227.0,3988.0,183212.0,493.0,57.0,4616.0,33.8038,-117.8218
orange,2022-11,5000.0,535.0,5535.0,178256.0,747.0,94.0,4002.0,33.8038,-117.8218
orange,2022-12,10587.0,609.0,11196.0,182304.0,1387.0,70.0,3876.0,33.8038,-117.8218
orange,2023-01,7740.0,234.0,7974.0,182994.0,895.0,48.0,4056.0,33.8038,-117.8218
orange,2023-02,4877.0,161.0,5038.0,163747.0,582.0,25.0,3623.0,33.8038,-117.8218
orange,2023-03,4325.0,170.0,4495.0,181965.0,633.0,31.0,4002.0,33.8038,-117.8218
orange,2023-04,2784.0,185.0,2969.0,175295.0,374.0,26.0,4211.0,33.8038,-117.8218
orange,2023-05,2229.0,146.0,2375.0,131566.0,295.0,7.0,6074.0,33.8038,-117.8218
orange,2023-06,1523.0,-102.0,1421.0,95527.0,233.0,0.0,6997.0,33.8038,-117.8218
orange,2023-07,1722.0,-377.0,1345.0,88003.0,178.0,0.0,7007.0,33.8038,-117.8218
orange,2023-08,2604.0,-727.0,1877.0,88352.0,288.0,0.0,6522.0,33.8038,-117.8218
orange,2023-09,1787.0,-678.0,1109.0,45819.0,180.0,0.0,3146.0,33.8038,-117.8218
riverside,2020-03,207.0,396.0,0.0,0.0,70.0,116.0,198.0,33.9381,-117.3949
riverside,2020-04,5886.0,4353.0,3462.0,35022.0,1958.0,1051.0,4573.0,33.9381,-117.3949
riverside,2020-05,6057.0,3102.0,9159.0,121793.0,2153.0,738.0,5208.0,33.9381,-117.3949
riverside,2020-06,8237.0,3086.0,11323.0,120032.0,2417.0,576.0,3514.0,33.9381,-117.3949
riverside,2020-07,15593.0,4188.0,19781.0,120233.0,4234.0,560.0,3888.0,33.9381,-117.3949
riverside,2020-08,9465.0,2922.0,12387.0,107099.0,3022.0,434.0,3061.0,33.9381,-117.3949
riverside,2020-09,4681.0,1653.0,6334.0,100974.0,1457.0,316.0,3000.0,33.9381,-117.3949
riverside,2020-10,4589.0,1880.0,6469.0,105184.0,1232.0,363.0,2979.0,33.9381,-117.3949
riverside,2020-11,10435.0,1802.0,12237.0,102403.0,2518.0,304.0,1757.0,33.9381,-117.3949
riverside,2020-12,32727.0,3121.0,35848.0,108602.0,6569.0,210.0,1181.0,33.9381,-117.3949
riverside,2021-01,45168.0,3743.0,48911.0,107977.0,10386.0,281.0,769.0,33.9381,-117.3949
riverside,2021-02,16661.0,2083.0,18744.0,91617.0,4685.0,211.0,1222.0,33.9381,-117.3949
riverside,2021-03,6006.0,969.0,6975.0,100579.0,1408.0,104.0,2632.0,33.9381,-117.3949
riverside,2021-04,2639.0,810.0,3449.0,97207.0,607.0,107.0,2889.0,33.9381,-117.3949
riverside,2021-05,1737.0,613.0,2350.0,100218.0,394.0,54.0,3386.0,33.9381,-117.3949
riverside,2021-06,1132.0,484.0,1616.0,97397.0,255.0,57.0,3237.0,33.9381,-117.3949
riverside,2021-07,4173.0,723.0,4896.0,102812.0,905.0,74.0,3321.0,33.9381,-117.3949
riverside,2021-08,16171.0,1603.0,17774.0,106476.0,3313.0,66.0,2230.0,33.9381,-117.3949
riverside,2021-09,14996.0,894.0,15890.0,104001.0,3810.0,64.0,1765.0,33.9381,-117.3949
riverside,2021-10,8279.0,685.0,8964.0,107315.0,2146.0,43.0,2527.0,33.9381,-117.3949
riverside,2021-11,7261.0,747.0,8008.0,104795.0,1797.0,82.0,2727.0,33.9381,-117.3949
riverside,2021-12,10067.0,812.0,10879.0,108460.0,2346.0,84.0,2540.0,33.9381,-117.3949
riverside,2022-01,28936.0,1454.0,30390.0,109199.0,4609.0,95.0,2190.0,33.9381,-117.3949
riverside,2022-02,13831.0,859.0,14690.0,99081.0,2565.0,78.0,2537.0,33.9381,-117.3949
riverside,2022-03,3454.0,562.0,4016.0,108176.0,589.0,59.0,3385.0,33.9381,-117.3949
riverside,2022-04,1366.0,451.0,1817.0,103512.0,212.0,28.0,3400.0,33.9381,-117.3949
riverside,2022-05,2096.0,554.0,2650.0,107564.0,243.0,59.0,3401.0,33.9381,-117.3949
riverside,2022-06,3522.0,509.0,4031.0,104210.0,346.0,31.0,3427.0,33.9381,-117.3949
riverside,2022-07,6846.0,587.0,7433.0,107041.0,544.0,63.0,3217.0,33.9381,-117.3949
riverside,2022-08,5214.0,517.0,5731.0,102256.0,570.0,58.0,3075.0,33.9381,-117.3949
riverside,2022-09,3023.0,413.0,3436.0,95538.0,338.0,35.0,2746.0,33.9381,-117.3949
riverside,2022-10,2064.0,419.0,2483.0,105585.0,229.0,57.0,3214.0,33.9381,-117.3949
riverside,2022-11,3455.0,447.0,3902.0,102576.0,333.0,49.0,2993.0,33.9381,-117.3949
riverside,2022-12,6601.0,558.0,7159.0,106159.0,752.0,75.0,2940.0,33.9381,-117.3949
riverside,2023-01,5504.0,359.0,5863.0,105483.0,764.0,46.0,3304.0,33.9381,-117.3949
riverside,2023-02,2806.0,381.0,3187.0,96095.0,384.0,52.0,3003.0,33.9381,-117.3949
riverside,2023-03,2300.0,275.0,2575.0,105090.0,305.0,50.0,3168.0,33.9381,-117.3949
riverside,2023-04,1768.0,199.0,1967.0,100057.0,204.0,30.0,3085.0,33.9381,-117.3949
riverside,2023-05,1232.0,157.0,1389.0,73746.0,144.0,9.0,5149.0,33.9381,-117.3949
riverside,2023-06,718.0,12.0,730.0,48293.0,75.0,0.0,5792.0,33.9381,-117.3949
riverside,2023-07,764.0,-258.0,506.0,42509.0,89.0,0.0,5622.0,33.9381,-117.3949
riverside,2023-08,1583.0,-499.0,1084.0,46203.0,230.0,0.0,5633.0,33.9381,-117.3949
riverside,2023-09,1076.0,-265.0,811.0,23457.0,145.0,0.0,3053.0,33.9381,-117.3949
sacramento,2020-03,136.0,234.0,0.0,0.0,53.0,74.0,180.0,38.5677,-121.4685
sacramento,2020-04,1845.0,1626.0,842.0,9230.0,693.0,382.0,2593.0,38.5677,-121.4685
sacramento,2020-05,487.0,1104.0,1591.0,69215.0,240.0,259.0,3198.0,38.5677,-121.4685
sacramento,2020-06,1347.0,643.0,1990.0,73365.0,474.0,165.0,3228.0,38.5677,-121.4685
sacramento,2020-07,6027.0,1066.0,7093.0,80464.0,1853.0,227.0,2438.0,38.5677,-121.4685
sacramento,2020-08,7417.0,1338.0,8755.0,76962.0,2337.0,201.0,3062.0,38.5677,-121.4685
sacramento,2020-09,4182.0,1037.0,5219.0,73778.0,1355.0,196.0,2737.0,38.5677,-121.4685
sacramento,2020-10,2609.0,996.0,3605.0,76072.0,657.0,205.0,2672.0,38.5677,-121.4685
sacramento,2020-11,5870.0,719.0,6589.0,76175.0,1254.0,140.0,2341.0,38.5677,-121.4685
sacramento,2020-12,13807.0,1217.0,15024.0,80424.0,2809.0,152.0,2301.0,38.5677,-121.4685
sacramento,2021-01,13558.0,738.0,14296.0,81489.0,3539.0,156.0,2053.0,38.5677,-121.4685
sacramento,2021-02,6222.0,505.0,6727.0,72545.0,1739.0,100.0,2241.0,38.5677,-121.4685
sacramento,2021-03,3398.0,452.0,3850.0,80120.0,831.0,98.0,2693.0,38.5677,-121.4685
sacramento,2021-04,2718.0,382.0,3100.0,77391.0,703.0,47.0,2783.0,38.5677,-121.4685
sacramento,2021-05,2591.0,388.0,2979.0,80196.0,675.0,58.0,3026.0,38.5677,-121.4685
sacramento,2021-06,1797.0,480.0,2277.0,77130.0,504.0,29.0,2634.0,38.5677,-121.4685
sacramento,2021-07,3800.0,592.0,4392.0,80263.0,865.0,70.0,2668.0,38.5677,-121.4685
sacramento,2021-08,11329.0,642.0,11971.0,81938.0,2718.0,91.0,2323.0,38.5677,-121.4685
sacramento,2021-09,10122.0,651.0,10773.0,80020.0,2632.0,119.0,2322.0,38.5677,-121.4685
sacramento,2021-10,6025.0,663.0,6688.0,82538.0,1584.0,84.0,4894.0,38.5677,-121.4685
sacramento,2021-11,4512.0,576.0,5088.0,79315.0,1302.0,49.0,2296.0,38.5677,-121.4685
sacramento,2021-12,4827.0,681.0,5508.0,82678.0,1248.0,86.0,2206.0,38.5677,-121.4685
sacramento,2022-01,15604.0,672.0,16276.0,84638.0,2745.0,41.0,2079.0,38.5677,-121.4685
sacramento,2022-02,10927.0,674.0,11601.0,80092.0,1853.0,90.0,2223.0,38.5677,-121.4685
sacramento,2022-03,3894.0,438.0,4332.0,83994.0,595.0,87.0,2669.0,38.5677,-121.4685
sacramento,2022-04,1660.0,431.0,2091.0,79641.0,227.0,59.0,2562.0,38.5677,-121.4685
sacramento,2022-05,3114.0,461.0,3575.0,82819.0,389.0,63.0,2654.0,38.5677,-121.4685
sacramento,2022-06,5491.0,758.0,6249.0,81345.0,657.0,118.0,2430.0,38.5677,-121.4685
sacramento,2022-07,6329.0,913.0,7242.0,84185.0,827.0,105.0,2800.0,38.5677,-121.4685
sacramento,2022-08,5604.0,755.0,6359.0,84192.0,700.0,103.0,2866.0,38.5677,-121.4685
sacramento,2022-09,4028.0,1026.0,5054.0,81809.0,564.0,155.0,2737.0,38.5677,-121.4685
sacramento,2022-10,3016.0,1085.0,4101.0,84069.0,463.0,220.0,2486.0,38.5677,-121.4685
sacramento,2022-11,3251.0,1346.0,4597.0,82083.0,407.0,222.0,2015.0,38.5677,-121.4685
sacramento,2022-12,6268.0,1726.0,7994.0,86011.0,843.0,319.0,2072.0,38.5677,-121.4685
sacramento,2023-01,5419.0,1659.0,7078.0,86581.0,670.0,204.0,2119.0,38.5677,-121.4685
sacramento,2023-02,3586.0,1260.0,4846.0,77228.0,515.0,178.0,1950.0,38.5677,-121.4685
sacramento,2023-03,3312.0,1353.0,4665.0,85481.0,385.0,261.0,2259.0,38.5677,-121.4685
sacramento,2023-04,2496.0,485.0,2981.0,82476.0,348.0,95.0,1999.0,38.5677,-121.4685
sacramento,2023-05,1946.0,369.0,2315.0,47553.0,221.0,12.0,2108.0,38.5677,-121.4685
sacramento,2023-06,1680.0,306.0,1986.0,29514.0,242.0,0.0,1608.0,38.5677,-121.4685
sacramento,2023-07,1195.0,419.0,1614.0,30432.0,76.0,0.0,2070.0,38.5677,-121.4685
sacramento,2023-08,1900.0,42.0,1942.0,30374.0,172.0,0.0,1957.0,38.5677,-121.4685
sacramento,2023-09,1493.0,-337.0,1156.0,15422.0,139.0,0.0,881.0,38.5677,-121.4685
san benito,2020-03,3.0,2.0,0.0,0.0,3.0,0.0,3.0,26.1298,-97.644
san benito,2020-04,32.0,15.0,2.0,250.0,17.0,0.0,38.0,26.1298,-97.644
